"order_id","order_date","order_priority","order_quantity","order_status","payment_method","product_name","product_category","product_sub_category","unit_price","unit_cost","discount","shipping_address","shipping_method","ship_date","ship_mode","packaging","shipping_cost","region","city","zip_code","ratings","customer_segment","customer_name","customer_age","email","phone","gender","income"
21585,"2024-08-15","High",5,"Received","Cash","SoftCloud Pajamas","Clothing","Kids","32.70","16.76","0.40","7805 Deborah Villages, Andersonchester, ND 26866","Ordinary","2024-09-12","Air (Post)","Box Large","19.50","North","New Brandon",15399,4,"Consumer","Sharon Hodge",18,"sharon.hodge@example.com","628.970.0710","Female","42706.56"
20729,"2024-06-07","Urgent",4,"Received","Cash","AmbientGlow Plant","Home","Decor","259.99","141.32","0.20","Unit 4009 Box 9482, DPO AA 80996","Express","2024-07-06","Air (Post)","Box Medium","8.46","Central","Cummingsfort",84073,NULL,"Corporate","Katherine Martinez",40,"katherine.martinez@hotmail.com","001-259-261-5057x218","Female","53885.59"
21404,"2024-07-31","High",10,"Received","Cash","FlexiWork Cabinet","Home","Furniture","1218.48","783.37","0.10","Unit 6870 Box 9766, DPO AA 40922","Ordinary","2024-08-05","Air (Post)","Box Large","17.94","West","New Calvinshire",55310,4,"Consumer","Melissa Briggs",61,"melissa.briggs@example.com","641.415.9851x5258","Male","125240.33"
21472,"2024-08-06","High",10,"Received","Cash","ModernWear Shorts","Clothing","Men","76.44","52.60","0.21","10935 Derrick Shoals, North Jaytown, HI 51152","Ordinary","2024-08-15","Air (Freight)","Box Large","45.29","West","East Micheal",12334,4,"Home Office","Jill Shannon",57,"jill.shannon@gmail.com","001-505-243-7243x5958","Male","112140.84"
21772,"2024-08-30","Low",3,"Received","Cash","TrailBlazer Bottle","Sports","Outdoor","359.87","197.39","0.40","3505 Simon Hollow Suite 296, Lake Stephenborough, MD 54435","Express","2024-09-15","Air (Post)","Box Large","7.74","South","Karenview",47672,NULL,"Home Office","Cynthia Nicholson",23,"cynthia.nicholson@example.com","+1-890-263-3480x2800","Female","98822.47"
23619,"2025-01-25","Critical",1,"Received","Cash","MotoEdge Ultra","Electronics","Mobile Phones","918.60","597.34","0.39","98490 Taylor Parks Apt. 015, New John, NM 31355","Express","2025-02-18","Ground","Bubble Envelope Large","17.49","Central","East Angela",19738,NULL,"Home Office","Lisa Jones",53,"lisa.jones@hotmail.com","+1-774-793-1782","Male","88127.53"
22282,"2024-10-10","Urgent",9,"Received","Cash","ProShot DartBoard","Sports","Indoor","211.08","154.95","0.03","81563 Miller Corners, Lopezfurt, TN 30114","Ordinary","2024-11-04","Air (Freight)","Box Large","27.08","South","Davidside",54922,NULL,"Corporate","Amy Brown",66,"amy.brown@outlook.com","624.370.5979","Male","83606.61"
22487,"2024-10-26","Critical",2,"Received","Cash","FlexBook Creator","Electronics","Laptops","1590.08","1189.41","0.37","3999 George Underpass Suite 950, Beverlyborough, VT 76658","Ordinary","2024-11-10","Ground","Box Large","22.99","East","North Melissa",15672,NULL,"Home Office","Melissa Peters",40,"melissa.peters@hotmail.com","001-840-444-5288x42020","Female","79448.36"
20064,"2024-04-15","Urgent",5,"Received","Cash","BalanceFit DartBoard","Sports","Indoor","243.00","177.96","0.05","1463 Gerald Roads Suite 623, Monicastad, VI 49021","Same-Day","2024-05-11","Air (Post)","Box Large","28.70","West","Ashleystad",11370,NULL,"Small Business","Felicia Miller",49,"felicia.miller@yahoo.com","510-789-8137x44214","Female","118017.92"
22412,"2024-10-21","Low",6,"Received","Cash","HappyBear Sweater","Clothing","Kids","42.19","31.27","0.16","52486 John Isle Suite 862, Leahshire, NV 88914","Express","2024-11-08","Air (Post)","Box Large","32.74","East","Port Jeremy",53316,4,"Home Office","Kelly Poole",30,"kelly.poole@outlook.com","+1-955-312-7323","Male","135019.13"
22877,"2024-11-26","Medium",9,"Received","Cash","KitchenPro Cookware","Home","Kitchen","117.99","99.96","0.00","03276 Fleming Rue Suite 986, Anthonyshire, MD 32260","Ordinary","2024-12-25","Air (Post)","Box Large","32.56","Central","Mendozamouth",15605,5,"Small Business","Terri Brooks",34,"terri.brooks@outlook.com","651-761-6241x29984","Female","45149.32"
21191,"2024-07-14","Low",2,"Received","Cash","HomeEase Kettle","Home","Kitchen","115.45","66.61","0.26","565 Mary Fort, Wrightfurt, OK 75748","Same-Day","2024-08-02","Ground","Box Small","18.01","South","Marksville",51176,1,"Home Office","Tracey Hall",25,"tracey.hall@gmail.com","679-639-1149","Female","125105.63"
21779,"2024-08-30","High",6,"Received","Cash","TrailBlazer Jacket","Sports","Outdoor","154.31","105.53","0.31","542 Ellison Extensions Apt. 537, Davishaven, NY 01075","Same-Day","2024-09-10","Ground","Box Large","14.92","West","Melissaport",64798,NULL,"Corporate","April Barton",64,"april.barton@example.com","001-520-289-2040x1119","Female","33849.84"
20688,"2024-06-03","High",8,"Received","Cash","SunShield Jacket","Sports","Outdoor","411.58","366.07","0.23","7403 Amber Walks Apt. 125, Lindseyberg, VA 73670","Express","2024-06-18","Ground","Box Large","48.04","East","Kaiserborough",9021,NULL,"Consumer","Kendra Morgan",66,"kendra.morgan@yahoo.com","+1-555-242-0421x46180","Male","105232.18"
23658,"2025-01-28","High",5,"Received","Cash","SpinMaster DartBoard","Sports","Indoor","373.35","282.16","0.27","43810 Matthew Turnpike, West Angela, DC 75222","Ordinary","2025-02-24","Air (Post)","Box Large","19.97","Central","Port Kathleen",8115,3,"Home Office","Morgan Werner",34,"morgan.werner@gmail.com","+1-780-968-0123x26155","Male","80661.98"
20324,"2024-05-05","Medium",7,"Received","Cash","PowerDrive Rope","Sports","Fitness","158.93","112.45","0.50","Unit 2236 Box 1510, DPO AA 82038","Same-Day","2024-05-28","Air (Post)","Box Medium","38.30","South","New Kirkside",50634,2,"Consumer","Dorothy Gray",66,"dorothy.gray@yahoo.com","880-669-2001x88811","Male","31052.95"
20310,"2024-05-04","Medium",3,"Received","Cash","OnePlus Pro","Electronics","Mobile Phones","919.77","572.41","0.20","986 Amber Crescent Suite 426, West Christopher, ME 64067","Ordinary","2024-05-27","Air (Post)","Box Large","9.41","South","East Melinda",66813,NULL,"Corporate","Haley Rodriguez",56,"haley.rodriguez@example.com","992-921-0365x586","Male","59206.75"
22785,"2024-11-20","Urgent",8,"Received","Cash","HomeEase Cookware","Home","Kitchen","51.02","35.10","0.24","98786 Alicia Station, Deborahmouth, AZ 60241","Same-Day","2024-12-04","Ground","Box Small","44.09","Central","Thompsonberg",49201,NULL,"Small Business","Michelle Roberson",25,"michelle.roberson@outlook.com","901-768-2364","Female","78372.26"
23571,"2025-01-21","Critical",2,"Received","Cash","HomeEase Juicer","Home","Kitchen","192.97","136.76","0.12","49935 Webb Trail Suite 548, Port Adam, NM 90838","Express","2025-02-19","Ground","Box Large","5.21","East","Robertsonshire",90271,NULL,"Home Office","Brenda Clark",45,"brenda.clark@outlook.com","766.516.6408","Male","149783.57"
22487,"2024-10-26","Critical",2,"Received","Cash","EverTrack Bag","Sports","Outdoor","465.45","242.51","0.46","3999 George Underpass Suite 950, Beverlyborough, VT 76658","Ordinary","2024-11-10","Ground","Box Large","22.99","East","North Melissa",15672,4,"Home Office","Melissa Peters",40,"melissa.peters@hotmail.com","001-840-444-5288x42020","Female","79448.36"
21739,"2024-08-28","High",9,"Received","Cash","FlexBook Studio","Electronics","Laptops","1334.20","726.50","0.12","0627 Jeffrey Unions Apt. 722, Dianestad, CO 39249","Express","2024-09-14","Air (Post)","Box Large","28.00","North","South Robert",15382,NULL,"Consumer","Danielle Green",29,"danielle.green@outlook.com","4313918885","Male","33590.14"
21335,"2024-07-27","Critical",3,"Received","Cash","SteelChef KnifeSet","Home","Kitchen","168.03","87.32","0.37","696 Michael Gateway, Port Patrickport, CO 44117","Ordinary","2024-07-29","Air (Post)","Envelope Small","23.92","West","Wilsonmouth",18090,NULL,"Corporate","Karen Decker",39,"karen.decker@yahoo.com","+1-510-333-0376x39865","Female","114757.71"
24774,"2025-04-24","High",6,"Shipped","Cash","OakCraft Stool","Home","Furniture","561.09","327.20","0.37","68009 Ryan Shore Apt. 920, South John, AL 64543","Same-Day","2025-05-14","Ground","Box Large","16.17","South","North Johnhaven",5258,NULL,"Home Office","Julia Duran",24,"julia.duran@yahoo.com","672-296-3183x22631","Male","65081.09"
25260,"2025-05-31","High",6,"Pending Payment","Cash","UrbanFit Shirt","Clothing","Men","62.19","31.64","0.42","USNS Green, FPO AE 90384","Ordinary","2025-06-30","Air (Post)","Box Large","9.85","South","Jessicaburgh",93725,NULL,"Home Office","Taylor Johnson",58,"taylor.johnson@hotmail.com","314.405.4144","Male","39366.89"
20010,"2024-04-11","Medium",4,"Received","Cash","SportFlex Shorts","Clothing","Men","40.65","34.21","0.47","505 Harris Forks Suite 850, New Anna, MO 37192","Express","2024-05-09","Ground","Box Large","35.66","West","Lake Lisa",62495,5,"Small Business","Linda Dyer",50,"linda.dyer@hotmail.com","+1-625-224-4301x949","Male","96587.18"
24774,"2025-04-24","High",7,"Shipped","Cash","MiniExplorer Hoodie","Clothing","Kids","27.43","22.99","0.18","68009 Ryan Shore Apt. 920, South John, AL 64543","Same-Day","2025-05-14","Ground","Box Large","16.17","South","North Johnhaven",5258,NULL,"Home Office","Julia Duran",24,"julia.duran@yahoo.com","672-296-3183x22631","Male","65081.09"
21155,"2024-07-11","Critical",4,"Received","Cash","ComfortHome Cabinet","Home","Furniture","1554.65","833.87","0.09","91935 Richard Expressway, Ericatown, PW 94769","Express","2024-07-26","Air (Freight)","Box Large","6.71","Central","North Jasmineview",98562,1,"Small Business","Kimberly Smith",47,"kimberly.smith@hotmail.com","381.790.6693x9554","Male","92678.95"
21760,"2024-08-29","Critical",8,"Received","Cash","KitchenPro KnifeSet","Home","Kitchen","111.82","58.25","0.20","03464 Holland Port, North Douglas, GU 94066","Same-Day","2024-09-26","Ground","Box Large","34.50","West","New Nicholasside",74889,NULL,"Corporate","Briana Thompson",58,"briana.thompson@gmail.com","(718)650-5706","Female","104271.05"
23105,"2024-12-16","Medium",10,"Received","Cash","Canon Visio","Electronics","Cameras","1404.16","1194.17","0.48","076 Jacobson Plaza Apt. 051, West Natalieborough, TX 85853","Same-Day","2024-12-23","Air (Post)","Box Large","8.88","Central","Colefurt",80850,1,"Home Office","Sabrina Franklin",39,"sabrina.franklin@yahoo.com","728-298-6229","Female","145279.91"
24292,"2025-03-15","Urgent",6,"Received","Cash","WinterCozy Cardigan","Clothing","Women","86.46","59.33","0.40","PSC 3269, Box 0264, APO AP 88382","Ordinary","2025-03-26","Ground","Box Large","15.90","South","East Danielview",13849,1,"Small Business","Tracy Ryan",56,"tracy.ryan@gmail.com","(500)931-9358x9060","Male","54314.08"
20024,"2024-04-12","Critical",9,"Received","Cash","NitroBlade Prime","Electronics","Laptops","1644.44","1434.00","0.04","0551 Wall Corner, Blakeside, NV 06957","Same-Day","2024-05-04","Ground","Box Large","34.12","East","South Jesse",65717,NULL,"Corporate","Michaela Martin",64,"michaela.martin@outlook.com","687-504-1378x619","Female","114847.75"
22390,"2024-10-19","Medium",3,"Received","Cash","TrailBlazer Poncho","Sports","Outdoor","309.99","193.96","0.31","PSC 3568, Box 5771, APO AA 99146","Express","2024-11-06","Air (Freight)","Box Large","14.52","East","Jeremychester",98101,NULL,"Consumer","Michelle Pena",41,"michelle.pena@gmail.com","303-556-8303","Female","78164.53"
22374,"2024-10-18","Low",3,"Received","Cash","Rainbow Shoes","Clothing","Kids","17.54","8.82","0.31","528 Roberts Rapids, North Kennethchester, MO 07395","Ordinary","2024-11-01","Air (Freight)","Box Large","35.00","East","North Derrickchester",14272,NULL,"Small Business","Karen Steele",37,"karen.steele@outlook.com","588.871.4498","Male","143057.08"
23873,"2025-02-12","Low",1,"Received","Cash","NitroBlade Vision","Electronics","Laptops","1869.05","1469.38","0.42","335 Amber Pass, West Jessicaville, LA 13545","Express","2025-02-23","Air (Post)","Box Large","34.84","North","Port Dianetown",87077,NULL,"Home Office","Tina Estrada",25,"tina.estrada@gmail.com","562-580-0054","Female","116625.75"
21882,"2024-09-08","Medium",6,"Received","Cash","Nikon FocusX","Electronics","Cameras","1082.09","844.76","0.30","42089 Rodriguez Wells, Ortizstad, MP 15428","Same-Day","2024-10-04","Air (Freight)","Box Medium","39.83","South","Austinmouth",57642,NULL,"Small Business","Valerie Duke",56,"valerie.duke@outlook.com","001-373-447-5724","Female","39901.98"
21680,"2024-08-22","Medium",6,"Received","Cash","FlexiWork Stool","Home","Furniture","1242.97","919.25","0.40","41732 Poole Tunnel, Colleenton, OK 71656","Ordinary","2024-08-24","Air (Post)","Box Large","11.97","Central","Dawnfurt",20774,NULL,"Corporate","Brittany Crane",41,"brittany.crane@gmail.com","(400)907-3596x019","Male","79608.94"
22890,"2024-11-27","High",4,"Received","Cash","HappyBear Pajamas","Clothing","Kids","54.25","36.92","0.07","USCGC Wilkerson, FPO AA 84800","Express","2024-12-16","Air (Post)","Box Large","23.08","North","New Lawrencefort",92086,NULL,"Home Office","Jessica Schroeder",19,"jessica.schroeder@example.com","929.984.0691x757","Female","68735.38"
21585,"2024-08-15","High",9,"Received","Cash","ThinkBook Pro","Electronics","Laptops","710.23","550.01","0.09","7805 Deborah Villages, Andersonchester, ND 26866","Ordinary","2024-09-12","Air (Post)","Box Large","19.50","North","New Brandon",15399,NULL,"Consumer","Sharon Hodge",18,"sharon.hodge@example.com","628.970.0710","Female","42706.56"
22977,"2024-12-06","High",3,"Received","Cash","Canon SnapLuxe","Electronics","Cameras","1801.12","1158.51","0.03","344 Robert Fields Apt. 738, Jonathanchester, KY 65772","Ordinary","2024-12-17","Ground","Box Large","26.97","East","South Diana",1796,NULL,"Consumer","Sharon Fletcher",32,"sharon.fletcher@example.com","(913)487-6689x60696","Female","91111.02"
20688,"2024-06-03","High",4,"Received","Cash","CampPro Stove","Sports","Outdoor","390.02","230.11","0.23","7403 Amber Walks Apt. 125, Lindseyberg, VA 73670","Express","2024-06-18","Ground","Box Large","48.04","East","Kaiserborough",9021,2,"Consumer","Kendra Morgan",66,"kendra.morgan@yahoo.com","+1-555-242-0421x46180","Male","105232.18"
22431,"2024-10-22","Medium",3,"Received","Cash","BrightKid Shoes","Clothing","Kids","52.33","46.16","0.34","0506 Martin Wall Suite 883, Ramirezfurt, HI 90693","Express","2024-11-20","Ground","Box Medium","16.89","North","Elizabethbury",1948,4,"Corporate","Julie Miles",54,"julie.miles@hotmail.com","(308)657-3590","Male","107154.40"
24913,"2025-05-05","Low",4,"Pending Payment","Cash","MacBook Studio","Electronics","Laptops","1542.06","1036.39","0.41","8461 Brenda Expressway, North Catherine, AK 97889","Express","2025-06-03","Air (Freight)","Box Large","40.05","North","Henrytown",58389,NULL,"Home Office","Isabel Williams",67,"isabel.williams@outlook.com","001-425-516-1519","Male","119730.93"
21101,"2024-07-07","High",4,"Received","Cash","ComfortFit Blouse","Clothing","Women","74.17","62.14","0.34","323 Anderson Underpass Suite 989, East Corey, GU 46571","Ordinary","2024-07-21","Ground","Box Large","5.16","West","North Danielland",39116,NULL,"Consumer","Abigail Miller",27,"abigail.miller@yahoo.com","5689322806","Female","131878.31"
