Order ID,Order Date,Order Priority,Order Quantity,Order Status,Payment Method,Product Name,Product Category,Product Sub-Category,Unit Price,Unit Cost,Discount,Shipping Address,Shipping Method,Ship Date,Ship Mode,Packaging,Shipping Cost,Region,City,Zip Code,Ratings,Customer Segment,Customer Name,Customer Age,Email,Phone,Gender,Income
518,2020-02-13,Medium,4,Received,Credit Card,ModernArt Cushion,Home,Decor,226.28,120.92,0.33,"9542 Fry Pines, East Michaelborough, MS 89627",Ordinary,2020-03-04,Ground,Box Large,29.65,South,South Stephen,31589,,Home Office,Sheri Hutchinson,47,sheri.hutchinson@hotmail.com,+1-989-941-7174x7527,Female,68242.03
519,2020-02-13,Critical,3,Received,In-App Wallet,AquaSport Poncho,Sports,Outdoor,432.08,255.48,0.28,"27682 Reed Branch, Dianaberg, DE 20464",Ordinary,2020-03-14,Ground,Box Large,32.82,North,Lake Anthonyshire,17047,,Consumer,Anna Meyer,34,anna.meyer@gmail.com,378.837.5798,Male,142409.08
519,2020-02-13,Critical,2,Received,In-App Wallet,ChefMaster Blender,Home,Kitchen,209.09,144.12,0.38,"27682 Reed Branch, Dianaberg, DE 20464",Ordinary,2020-03-14,Ground,Box Large,32.82,North,Lake Anthonyshire,17047,5,Consumer,Anna Meyer,34,anna.meyer@gmail.com,378.837.5798,Male,142409.08
520,2020-02-13,Low,9,Received,Debit Card,FunPrint Shoes,Clothing,Kids,59.71,31.05,0.25,"19151 Amanda Loaf Suite 865, East Jason, NM 45114",Express,2020-03-13,Ground,Box Large,14.66,North,New Matthew,49171,1,Home Office,Sarah Dickson,24,sarah.dickson@example.com,536-728-3621x372,Female,42652.14
520,2020-02-13,Low,10,Received,Debit Card,ChefMaster Kettle,Home,Kitchen,253.22,159.01,0.19,"19151 Amanda Loaf Suite 865, East Jason, NM 45114",Express,2020-03-13,Ground,Box Large,14.66,North,New Matthew,49171,4,Home Office,Sarah Dickson,24,sarah.dickson@example.com,536-728-3621x372,Female,42652.14
520,2020-02-13,Low,5,Received,Debit Card,StaminaCore Barbell,Sports,Fitness,133.66,81.17,0.33,"19151 Amanda Loaf Suite 865, East Jason, NM 45114",Express,2020-03-13,Ground,Box Large,14.66,North,New Matthew,49171,3,Home Office,Sarah Dickson,24,sarah.dickson@example.com,536-728-3621x372,Female,42652.14
520,2020-02-13,Low,9,Received,Debit Card,SoftRelax Cabinet,Home,Furniture,709.15,553.64,0.45,"19151 Amanda Loaf Suite 865, East Jason, NM 45114",Express,2020-03-13,Ground,Box Large,14.66,North,New Matthew,49171,5,Home Office,Sarah Dickson,24,sarah.dickson@example.com,536-728-3621x372,Female,42652.14
520,2020-02-13,Low,8,Received,Debit Card,SoftCloud Hoodie,Clothing,Kids,50.66,25.63,0.38,"19151 Amanda Loaf Suite 865, East Jason, NM 45114",Express,2020-03-13,Ground,Box Large,14.66,North,New Matthew,49171,,Home Office,Sarah Dickson,24,sarah.dickson@example.com,536-728-3621x372,Female,42652.14
520,2020-02-13,Low,3,Received,Debit Card,HomeGym Runner,Sports,Indoor,409.44,287.3,0.24,"19151 Amanda Loaf Suite 865, East Jason, NM 45114",Express,2020-03-13,Ground,Box Large,14.66,North,New Matthew,49171,,Home Office,Sarah Dickson,24,sarah.dickson@example.com,536-728-3621x372,Female,42652.14
520,2020-02-13,Low,4,Received,Debit Card,Classic Hoodie,Clothing,Men,81.48,54.14,0.06,"19151 Amanda Loaf Suite 865, East Jason, NM 45114",Express,2020-03-13,Ground,Box Large,14.66,North,New Matthew,49171,,Home Office,Sarah Dickson,24,sarah.dickson@example.com,536-728-3621x372,Female,42652.14
521,2020-02-13,Medium,8,Received,In-App Wallet,SunShield Stove,Sports,Outdoor,455.52,295.33,0.02,"0089 Franco Ways Apt. 072, Gregorytown, MT 02278",Ordinary,2020-03-05,Air (Freight),Box Large,31.15,West,Jonesstad,59708,4,Home Office,Dawn Conner,68,dawn.conner@outlook.com,819-800-4639,Male,75390.87
521,2020-02-13,Medium,1,Received,In-App Wallet,PureScent Frame,Home,Decor,171.11,150.51,0.18,"0089 Franco Ways Apt. 072, Gregorytown, MT 02278",Ordinary,2020-03-05,Air (Freight),Box Large,31.15,West,Jonesstad,59708,2,Home Office,Dawn Conner,68,dawn.conner@outlook.com,819-800-4639,Male,75390.87
521,2020-02-13,Medium,10,Received,In-App Wallet,SilkElegance Skirt,Clothing,Women,57.26,30.11,0.17,"0089 Franco Ways Apt. 072, Gregorytown, MT 02278",Ordinary,2020-03-05,Air (Freight),Box Large,31.15,West,Jonesstad,59708,,Home Office,Dawn Conner,68,dawn.conner@outlook.com,819-800-4639,Male,75390.87
521,2020-02-13,Medium,5,Received,In-App Wallet,SunShield Backpack,Sports,Outdoor,422.46,334.89,0.21,"0089 Franco Ways Apt. 072, Gregorytown, MT 02278",Ordinary,2020-03-05,Air (Freight),Box Large,31.15,West,Jonesstad,59708,5,Home Office,Dawn Conner,68,dawn.conner@outlook.com,819-800-4639,Male,75390.87
521,2020-02-13,Medium,7,Received,In-App Wallet,iPhone Edge,Electronics,Mobile Phones,1380.84,695.57,0.41,"0089 Franco Ways Apt. 072, Gregorytown, MT 02278",Ordinary,2020-03-05,Air (Freight),Box Large,31.15,West,Jonesstad,59708,1,Home Office,Dawn Conner,68,dawn.conner@outlook.com,819-800-4639,Male,75390.87
521,2020-02-13,Medium,9,Received,In-App Wallet,SoftCloud Tee,Clothing,Kids,54.17,33.52,0.31,"0089 Franco Ways Apt. 072, Gregorytown, MT 02278",Ordinary,2020-03-05,Air (Freight),Box Large,31.15,West,Jonesstad,59708,3,Home Office,Dawn Conner,68,dawn.conner@outlook.com,819-800-4639,Male,75390.87
521,2020-02-13,Medium,4,Received,In-App Wallet,OakCraft Sofa,Home,Furniture,1117.7,732.26,0.48,"0089 Franco Ways Apt. 072, Gregorytown, MT 02278",Ordinary,2020-03-05,Air (Freight),Box Large,31.15,West,Jonesstad,59708,2,Home Office,Dawn Conner,68,dawn.conner@outlook.com,819-800-4639,Male,75390.87
521,2020-02-13,Medium,7,Received,In-App Wallet,RusticPro Cabinet,Home,Furniture,454.64,374.07,0.49,"0089 Franco Ways Apt. 072, Gregorytown, MT 02278",Ordinary,2020-03-05,Air (Freight),Box Large,31.15,West,Jonesstad,59708,,Home Office,Dawn Conner,68,dawn.conner@outlook.com,819-800-4639,Male,75390.87
521,2020-02-13,Medium,4,Received,In-App Wallet,IdeaPad Studio,Electronics,Laptops,1415.45,859.14,0.19,"0089 Franco Ways Apt. 072, Gregorytown, MT 02278",Ordinary,2020-03-05,Air (Freight),Box Large,31.15,West,Jonesstad,59708,,Home Office,Dawn Conner,68,dawn.conner@outlook.com,819-800-4639,Male,75390.87
522,2020-02-13,High,2,Received,Cash,SurfaceBook Vision,Electronics,Laptops,1780.53,1149.42,0.24,"4968 Robertson Road Suite 819, Ashleymouth, RI 88972",Ordinary,2020-03-11,Air (Freight),Box Large,8.01,South,Lake Jeffreyhaven,00922,,Small Business,Erica Conway,37,erica.conway@outlook.com,001-321-527-3705x32333,Female,125517.5
522,2020-02-13,High,7,Received,Cash,Rainbow Shoes,Clothing,Kids,57.25,42.74,0.18,"4968 Robertson Road Suite 819, Ashleymouth, RI 88972",Ordinary,2020-03-11,Air (Freight),Box Large,8.01,South,Lake Jeffreyhaven,00922,,Small Business,Erica Conway,37,erica.conway@outlook.com,001-321-527-3705x32333,Female,125517.5
522,2020-02-13,High,5,Received,Cash,ProShot Ball,Sports,Indoor,315.33,178.51,0.07,"4968 Robertson Road Suite 819, Ashleymouth, RI 88972",Ordinary,2020-03-11,Air (Freight),Box Large,8.01,South,Lake Jeffreyhaven,00922,,Small Business,Erica Conway,37,erica.conway@outlook.com,001-321-527-3705x32333,Female,125517.5
522,2020-02-13,High,2,Received,Cash,PowerDrive Rope,Sports,Fitness,140.14,111.11,0.17,"4968 Robertson Road Suite 819, Ashleymouth, RI 88972",Ordinary,2020-03-11,Air (Freight),Box Large,8.01,South,Lake Jeffreyhaven,00922,3,Small Business,Erica Conway,37,erica.conway@outlook.com,001-321-527-3705x32333,Female,125517.5
522,2020-02-13,High,2,Received,Cash,EverTrack Stove,Sports,Outdoor,619.13,378.47,0.0,"4968 Robertson Road Suite 819, Ashleymouth, RI 88972",Ordinary,2020-03-11,Air (Freight),Box Large,8.01,South,Lake Jeffreyhaven,00922,,Small Business,Erica Conway,37,erica.conway@outlook.com,001-321-527-3705x32333,Female,125517.5
523,2020-02-13,High,2,Received,In-App Wallet,SteelChef Tray,Home,Kitchen,166.21,94.07,0.09,"2205 Tate Mission Suite 638, Christopherview, LA 61797",Express,2020-03-09,Air (Post),Envelope Large,36.78,South,Karenview,47672,,Home Office,Cynthia Nicholson,23,cynthia.nicholson@example.com,+1-890-263-3480x2800,Female,98822.47
523,2020-02-13,High,5,Received,In-App Wallet,ChefMaster Blender,Home,Kitchen,82.28,51.61,0.38,"2205 Tate Mission Suite 638, Christopherview, LA 61797",Express,2020-03-09,Air (Post),Envelope Large,36.78,South,Karenview,47672,,Home Office,Cynthia Nicholson,23,cynthia.nicholson@example.com,+1-890-263-3480x2800,Female,98822.47
523,2020-02-13,High,1,Received,In-App Wallet,Sony Rapid,Electronics,Cameras,961.09,819.46,0.19,"2205 Tate Mission Suite 638, Christopherview, LA 61797",Express,2020-03-09,Air (Post),Envelope Large,36.78,South,Karenview,47672,,Home Office,Cynthia Nicholson,23,cynthia.nicholson@example.com,+1-890-263-3480x2800,Female,98822.47
523,2020-02-13,High,10,Received,In-App Wallet,MiniExplorer Sweater,Clothing,Kids,34.12,24.59,0.23,"2205 Tate Mission Suite 638, Christopherview, LA 61797",Express,2020-03-09,Air (Post),Envelope Large,36.78,South,Karenview,47672,,Home Office,Cynthia Nicholson,23,cynthia.nicholson@example.com,+1-890-263-3480x2800,Female,98822.47
524,2020-02-13,Low,6,Received,Cash,TrailBlazer Poncho,Sports,Outdoor,406.41,332.75,0.34,"518 Brown Cliffs, Wilsonhaven, AS 21976",Express,2020-03-08,Ground,Box Large,18.6,East,Blevinsburgh,93881,2,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
524,2020-02-13,Low,1,Received,Cash,Canon Rapid,Electronics,Cameras,1146.0,879.39,0.03,"518 Brown Cliffs, Wilsonhaven, AS 21976",Express,2020-03-08,Ground,Box Large,18.6,East,Blevinsburgh,93881,,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
524,2020-02-13,Low,10,Received,Cash,ModernWear Sweater,Clothing,Men,50.14,29.22,0.31,"518 Brown Cliffs, Wilsonhaven, AS 21976",Express,2020-03-08,Ground,Box Large,18.6,East,Blevinsburgh,93881,2,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
524,2020-02-13,Low,3,Received,Cash,PowerDrive Band,Sports,Fitness,128.87,92.16,0.23,"518 Brown Cliffs, Wilsonhaven, AS 21976",Express,2020-03-08,Ground,Box Large,18.6,East,Blevinsburgh,93881,,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
524,2020-02-13,Low,9,Received,Cash,Classic Jeans,Clothing,Men,52.37,34.38,0.5,"518 Brown Cliffs, Wilsonhaven, AS 21976",Express,2020-03-08,Ground,Box Large,18.6,East,Blevinsburgh,93881,,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
524,2020-02-13,Low,1,Received,Cash,Rainbow Jeans,Clothing,Kids,40.81,22.39,0.29,"518 Brown Cliffs, Wilsonhaven, AS 21976",Express,2020-03-08,Ground,Box Large,18.6,East,Blevinsburgh,93881,,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
524,2020-02-13,Low,6,Received,Cash,SportFlex Shirt,Clothing,Men,51.48,42.67,0.04,"518 Brown Cliffs, Wilsonhaven, AS 21976",Express,2020-03-08,Ground,Box Large,18.6,East,Blevinsburgh,93881,,Consumer,Jessica Blake,32,jessica.blake@hotmail.com,+1-772-513-7579x3598,Female,103013.28
525,2020-02-13,Medium,1,Received,In-App Wallet,CampPro Poncho,Sports,Outdoor,302.82,183.02,0.12,"49725 Teresa Shoal, Phillipsland, VT 20357",Same-Day,2020-03-10,Air (Post),Box Large,39.47,South,Christinaview,77084,,Home Office,Marissa Espinoza,59,marissa.espinoza@example.com,001-977-375-7832,Male,102443.27
525,2020-02-13,Medium,2,Received,In-App Wallet,NitroBlade Pro,Electronics,Laptops,1595.68,885.4,0.29,"49725 Teresa Shoal, Phillipsland, VT 20357",Same-Day,2020-03-10,Air (Post),Box Large,39.47,South,Christinaview,77084,,Home Office,Marissa Espinoza,59,marissa.espinoza@example.com,001-977-375-7832,Male,102443.27
526,2020-02-13,Urgent,6,Received,Cash,FujiFilm Visio,Electronics,Cameras,866.64,646.58,0.24,"43448 Kara Orchard, Simmonsburgh, KS 06409",Express,2020-02-26,Air (Freight),Box Small,14.04,East,Matthewport,00588,1,Corporate,Wendy Wood,63,wendy.wood@outlook.com,(932)686-4209x3552,Female,94478.67
526,2020-02-13,Urgent,6,Received,Cash,StrikeForce DartBoard,Sports,Indoor,79.25,44.08,0.22,"43448 Kara Orchard, Simmonsburgh, KS 06409",Express,2020-02-26,Air (Freight),Box Small,14.04,East,Matthewport,00588,,Corporate,Wendy Wood,63,wendy.wood@outlook.com,(932)686-4209x3552,Female,94478.67
527,2020-02-14,Low,9,Received,In-App Wallet,SilentStep Runner,Sports,Indoor,392.48,311.23,0.33,"984 Hardy Cliffs, Robertsmouth, FM 17297",Ordinary,2020-03-13,Ground,Envelope Small,27.37,North,Carloschester,62611,,Consumer,Kathryn Smith,57,kathryn.smith@gmail.com,(569)936-7965,Male,95017.55
528,2020-02-14,Critical,2,Received,Debit Card,IronLift Stepper,Sports,Fitness,62.81,36.06,0.33,"Unit 4430 Box 1547, DPO AP 08072",Ordinary,2020-03-08,Ground,Box Large,22.36,Central,West Kennethberg,81737,1,Small Business,Lisa Johnson,50,lisa.johnson@hotmail.com,001-907-668-1487x1371,Female,139778.13
528,2020-02-14,Critical,7,Received,Debit Card,Alpine Tee,Clothing,Men,39.66,26.42,0.44,"Unit 4430 Box 1547, DPO AP 08072",Ordinary,2020-03-08,Ground,Box Large,22.36,Central,West Kennethberg,81737,,Small Business,Lisa Johnson,50,lisa.johnson@hotmail.com,001-907-668-1487x1371,Female,139778.13
528,2020-02-14,Critical,8,Received,Debit Card,Alpine Jeans,Clothing,Men,55.42,40.53,0.17,"Unit 4430 Box 1547, DPO AP 08072",Ordinary,2020-03-08,Ground,Box Large,22.36,Central,West Kennethberg,81737,3,Small Business,Lisa Johnson,50,lisa.johnson@hotmail.com,001-907-668-1487x1371,Female,139778.13
528,2020-02-14,Critical,1,Received,Debit Card,FlexiWork Sofa,Home,Furniture,1258.29,1110.11,0.34,"Unit 4430 Box 1547, DPO AP 08072",Ordinary,2020-03-08,Ground,Box Large,22.36,Central,West Kennethberg,81737,2,Small Business,Lisa Johnson,50,lisa.johnson@hotmail.com,001-907-668-1487x1371,Female,139778.13
528,2020-02-14,Critical,1,Received,Debit Card,EverTrack Bag,Sports,Outdoor,278.17,183.3,0.35,"Unit 4430 Box 1547, DPO AP 08072",Ordinary,2020-03-08,Ground,Box Large,22.36,Central,West Kennethberg,81737,4,Small Business,Lisa Johnson,50,lisa.johnson@hotmail.com,001-907-668-1487x1371,Female,139778.13
528,2020-02-14,Critical,9,Received,Debit Card,StaminaCore Rope,Sports,Fitness,164.86,142.41,0.05,"Unit 4430 Box 1547, DPO AP 08072",Ordinary,2020-03-08,Ground,Box Large,22.36,Central,West Kennethberg,81737,,Small Business,Lisa Johnson,50,lisa.johnson@hotmail.com,001-907-668-1487x1371,Female,139778.13
529,2020-02-14,High,9,Received,Debit Card,GreenLeaf Diffuser,Home,Decor,146.17,73.58,0.18,"43907 Matthew Dale, Taylorview, WY 68384",Same-Day,2020-03-06,Air (Post),Box Large,11.89,South,Lake Ronald,82364,,Home Office,Alicia Wood,20,alicia.wood@gmail.com,001-422-346-5672,Female,57936.31
529,2020-02-14,High,6,Received,Debit Card,ComfortHome Stool,Home,Furniture,868.1,766.46,0.19,"43907 Matthew Dale, Taylorview, WY 68384",Same-Day,2020-03-06,Air (Post),Box Large,11.89,South,Lake Ronald,82364,4,Home Office,Alicia Wood,20,alicia.wood@gmail.com,001-422-346-5672,Female,57936.31
529,2020-02-14,High,6,Received,Debit Card,CampPro Bottle,Sports,Outdoor,408.51,240.47,0.25,"43907 Matthew Dale, Taylorview, WY 68384",Same-Day,2020-03-06,Air (Post),Box Large,11.89,South,Lake Ronald,82364,,Home Office,Alicia Wood,20,alicia.wood@gmail.com,001-422-346-5672,Female,57936.31
529,2020-02-14,High,9,Received,Debit Card,CozyNest Frame,Home,Decor,125.0,102.33,0.17,"43907 Matthew Dale, Taylorview, WY 68384",Same-Day,2020-03-06,Air (Post),Box Large,11.89,South,Lake Ronald,82364,,Home Office,Alicia Wood,20,alicia.wood@gmail.com,001-422-346-5672,Female,57936.31
529,2020-02-14,High,10,Received,Debit Card,BalanceFit Treadmill,Sports,Indoor,171.46,95.23,0.39,"43907 Matthew Dale, Taylorview, WY 68384",Same-Day,2020-03-06,Air (Post),Box Large,11.89,South,Lake Ronald,82364,,Home Office,Alicia Wood,20,alicia.wood@gmail.com,001-422-346-5672,Female,57936.31
529,2020-02-14,High,5,Received,Debit Card,CampPro Poncho,Sports,Outdoor,562.9,307.1,0.45,"43907 Matthew Dale, Taylorview, WY 68384",Same-Day,2020-03-06,Air (Post),Box Large,11.89,South,Lake Ronald,82364,,Home Office,Alicia Wood,20,alicia.wood@gmail.com,001-422-346-5672,Female,57936.31
529,2020-02-14,High,2,Received,Debit Card,CozyNest Cushion,Home,Decor,259.97,184.26,0.42,"43907 Matthew Dale, Taylorview, WY 68384",Same-Day,2020-03-06,Air (Post),Box Large,11.89,South,Lake Ronald,82364,,Home Office,Alicia Wood,20,alicia.wood@gmail.com,001-422-346-5672,Female,57936.31
529,2020-02-14,High,5,Received,Debit Card,MacBook Pro,Electronics,Laptops,2663.74,1947.89,0.18,"43907 Matthew Dale, Taylorview, WY 68384",Same-Day,2020-03-06,Air (Post),Box Large,11.89,South,Lake Ronald,82364,,Home Office,Alicia Wood,20,alicia.wood@gmail.com,001-422-346-5672,Female,57936.31
529,2020-02-14,High,1,Received,Debit Card,SilentStep Runner,Sports,Indoor,241.73,130.67,0.34,"43907 Matthew Dale, Taylorview, WY 68384",Same-Day,2020-03-06,Air (Post),Box Large,11.89,South,Lake Ronald,82364,,Home Office,Alicia Wood,20,alicia.wood@gmail.com,001-422-346-5672,Female,57936.31
530,2020-02-14,Critical,9,Received,In-App Wallet,BalanceFit Board,Sports,Indoor,190.48,129.78,0.09,"3886 Catherine Square Suite 776, Haroldborough, OH 56530",Same-Day,2020-03-10,Air (Freight),Box Large,27.32,North,East Maria,13346,,Small Business,Debra Brady,47,debra.brady@outlook.com,443.474.7573x49240,Male,84661.19
530,2020-02-14,Critical,5,Received,In-App Wallet,PowerDrive Stepper,Sports,Fitness,131.13,86.93,0.03,"3886 Catherine Square Suite 776, Haroldborough, OH 56530",Same-Day,2020-03-10,Air (Freight),Box Large,27.32,North,East Maria,13346,,Small Business,Debra Brady,47,debra.brady@outlook.com,443.474.7573x49240,Male,84661.19
530,2020-02-14,Critical,10,Received,In-App Wallet,HappyBear Sweater,Clothing,Kids,40.81,36.4,0.33,"3886 Catherine Square Suite 776, Haroldborough, OH 56530",Same-Day,2020-03-10,Air (Freight),Box Large,27.32,North,East Maria,13346,5,Small Business,Debra Brady,47,debra.brady@outlook.com,443.474.7573x49240,Male,84661.19
530,2020-02-14,Critical,8,Received,In-App Wallet,UrbanFit Sweater,Clothing,Men,67.79,35.67,0.1,"3886 Catherine Square Suite 776, Haroldborough, OH 56530",Same-Day,2020-03-10,Air (Freight),Box Large,27.32,North,East Maria,13346,5,Small Business,Debra Brady,47,debra.brady@outlook.com,443.474.7573x49240,Male,84661.19
530,2020-02-14,Critical,6,Received,In-App Wallet,ComfortFit Dress,Clothing,Women,93.28,70.19,0.01,"3886 Catherine Square Suite 776, Haroldborough, OH 56530",Same-Day,2020-03-10,Air (Freight),Box Large,27.32,North,East Maria,13346,5,Small Business,Debra Brady,47,debra.brady@outlook.com,443.474.7573x49240,Male,84661.19
530,2020-02-14,Critical,5,Received,In-App Wallet,StaminaCore Barbell,Sports,Fitness,182.26,128.45,0.31,"3886 Catherine Square Suite 776, Haroldborough, OH 56530",Same-Day,2020-03-10,Air (Freight),Box Large,27.32,North,East Maria,13346,,Small Business,Debra Brady,47,debra.brady@outlook.com,443.474.7573x49240,Male,84661.19
530,2020-02-14,Critical,10,Received,In-App Wallet,HomeEase Blender,Home,Kitchen,142.06,74.19,0.32,"3886 Catherine Square Suite 776, Haroldborough, OH 56530",Same-Day,2020-03-10,Air (Freight),Box Large,27.32,North,East Maria,13346,1,Small Business,Debra Brady,47,debra.brady@outlook.com,443.474.7573x49240,Male,84661.19
531,2020-02-14,Critical,10,Received,In-App Wallet,OakCraft Sofa,Home,Furniture,875.53,725.69,0.44,"751 Martinez Junctions Apt. 305, Smithfort, MD 67950",Same-Day,2020-03-10,Air (Freight),Box Large,23.07,North,Taylorside,09041,,Small Business,Kristine Clarke,22,kristine.clarke@hotmail.com,(304)359-5025,Male,86422.48
532,2020-02-14,Critical,4,Received,Cash,FunPrint Shorts,Clothing,Kids,37.65,23.84,0.22,"6369 Shepherd Center Apt. 561, East Lisa, OH 42158",Same-Day,2020-02-21,Air (Post),Box Large,41.11,Central,West Mariofurt,86876,1,Small Business,Misty Barnes,52,misty.barnes@outlook.com,001-404-313-1376x44421,Female,93298.48
532,2020-02-14,Critical,8,Received,Cash,ZenPhone X,Electronics,Mobile Phones,980.25,774.71,0.35,"6369 Shepherd Center Apt. 561, East Lisa, OH 42158",Same-Day,2020-02-21,Air (Post),Box Large,41.11,Central,West Mariofurt,86876,4,Small Business,Misty Barnes,52,misty.barnes@outlook.com,001-404-313-1376x44421,Female,93298.48
532,2020-02-14,Critical,7,Received,Cash,NordicEdge Desk,Home,Furniture,1019.22,805.92,0.23,"6369 Shepherd Center Apt. 561, East Lisa, OH 42158",Same-Day,2020-02-21,Air (Post),Box Large,41.11,Central,West Mariofurt,86876,,Small Business,Misty Barnes,52,misty.barnes@outlook.com,001-404-313-1376x44421,Female,93298.48
532,2020-02-14,Critical,7,Received,Cash,ChefMaster Pan,Home,Kitchen,146.64,130.45,0.12,"6369 Shepherd Center Apt. 561, East Lisa, OH 42158",Same-Day,2020-02-21,Air (Post),Box Large,41.11,Central,West Mariofurt,86876,4,Small Business,Misty Barnes,52,misty.barnes@outlook.com,001-404-313-1376x44421,Female,93298.48
532,2020-02-14,Critical,2,Received,Cash,GymMaster Rope,Sports,Fitness,102.83,89.28,0.25,"6369 Shepherd Center Apt. 561, East Lisa, OH 42158",Same-Day,2020-02-21,Air (Post),Box Large,41.11,Central,West Mariofurt,86876,5,Small Business,Misty Barnes,52,misty.barnes@outlook.com,001-404-313-1376x44421,Female,93298.48
532,2020-02-14,Critical,8,Received,Cash,ThinkBook Vision,Electronics,Laptops,1231.18,932.28,0.36,"6369 Shepherd Center Apt. 561, East Lisa, OH 42158",Same-Day,2020-02-21,Air (Post),Box Large,41.11,Central,West Mariofurt,86876,5,Small Business,Misty Barnes,52,misty.barnes@outlook.com,001-404-313-1376x44421,Female,93298.48
533,2020-02-14,Medium,4,Received,Cash,StaminaCore Mat,Sports,Fitness,167.95,146.03,0.18,"93827 Brooks Lodge Suite 912, Cooperfort, MN 73954",Ordinary,2020-02-18,Air (Post),Box Large,9.64,North,Matthewton,35545,1,Small Business,Jasmine Smith,44,jasmine.smith@hotmail.com,001-719-985-6243,Male,68489.95
533,2020-02-14,Medium,5,Received,Cash,HomeEase Tray,Home,Kitchen,115.26,102.6,0.49,"93827 Brooks Lodge Suite 912, Cooperfort, MN 73954",Ordinary,2020-02-18,Air (Post),Box Large,9.64,North,Matthewton,35545,2,Small Business,Jasmine Smith,44,jasmine.smith@hotmail.com,001-719-985-6243,Male,68489.95
533,2020-02-14,Medium,3,Received,Cash,IronLift Kettlebell,Sports,Fitness,151.48,99.42,0.14,"93827 Brooks Lodge Suite 912, Cooperfort, MN 73954",Ordinary,2020-02-18,Air (Post),Box Large,9.64,North,Matthewton,35545,2,Small Business,Jasmine Smith,44,jasmine.smith@hotmail.com,001-719-985-6243,Male,68489.95
533,2020-02-14,Medium,1,Received,Cash,CozyNest Diffuser,Home,Decor,244.28,134.49,0.39,"93827 Brooks Lodge Suite 912, Cooperfort, MN 73954",Ordinary,2020-02-18,Air (Post),Box Large,9.64,North,Matthewton,35545,,Small Business,Jasmine Smith,44,jasmine.smith@hotmail.com,001-719-985-6243,Male,68489.95
533,2020-02-14,Medium,7,Received,Cash,ComfortHome Stool,Home,Furniture,786.11,527.19,0.32,"93827 Brooks Lodge Suite 912, Cooperfort, MN 73954",Ordinary,2020-02-18,Air (Post),Box Large,9.64,North,Matthewton,35545,,Small Business,Jasmine Smith,44,jasmine.smith@hotmail.com,001-719-985-6243,Male,68489.95
534,2020-02-14,Low,6,Received,Debit Card,BakePro Tray,Home,Kitchen,230.69,147.23,0.1,"705 Nancy Estate Suite 276, Websterville, PR 49392",Same-Day,2020-03-13,Air (Post),Envelope Large,38.48,Central,Nicoleland,33259,,Consumer,Brandi Mcclain,56,brandi.mcclain@outlook.com,262-519-7490,Female,52354.37
535,2020-02-14,Urgent,9,Received,Debit Card,CozyNest Cushion,Home,Decor,262.04,132.7,0.1,"55354 Sims Place, Scottside, MS 69011",Ordinary,2020-02-21,Air (Post),Box Large,40.52,South,South Devin,51430,5,Consumer,Tiffany Alexander,55,tiffany.alexander@example.com,(470)928-0444,Male,71031.11
535,2020-02-14,Urgent,10,Received,Debit Card,BalanceFit Ball,Sports,Indoor,194.65,169.84,0.33,"55354 Sims Place, Scottside, MS 69011",Ordinary,2020-02-21,Air (Post),Box Large,40.52,South,South Devin,51430,,Consumer,Tiffany Alexander,55,tiffany.alexander@example.com,(470)928-0444,Male,71031.11
535,2020-02-14,Urgent,5,Received,Debit Card,Ricoh SnapLuxe,Electronics,Cameras,1276.67,1143.03,0.08,"55354 Sims Place, Scottside, MS 69011",Ordinary,2020-02-21,Air (Post),Box Large,40.52,South,South Devin,51430,,Consumer,Tiffany Alexander,55,tiffany.alexander@example.com,(470)928-0444,Male,71031.11
535,2020-02-14,Urgent,7,Received,Debit Card,FlexBook Pro,Electronics,Laptops,937.55,624.49,0.47,"55354 Sims Place, Scottside, MS 69011",Ordinary,2020-02-21,Air (Post),Box Large,40.52,South,South Devin,51430,3,Consumer,Tiffany Alexander,55,tiffany.alexander@example.com,(470)928-0444,Male,71031.11
535,2020-02-14,Urgent,7,Received,Debit Card,Nikon Visio,Electronics,Cameras,978.36,759.46,0.32,"55354 Sims Place, Scottside, MS 69011",Ordinary,2020-02-21,Air (Post),Box Large,40.52,South,South Devin,51430,3,Consumer,Tiffany Alexander,55,tiffany.alexander@example.com,(470)928-0444,Male,71031.11
535,2020-02-14,Urgent,6,Received,Debit Card,BakePro Pan,Home,Kitchen,126.91,93.97,0.24,"55354 Sims Place, Scottside, MS 69011",Ordinary,2020-02-21,Air (Post),Box Large,40.52,South,South Devin,51430,4,Consumer,Tiffany Alexander,55,tiffany.alexander@example.com,(470)928-0444,Male,71031.11
